000000.png: [0.5214500094539749, -0.853281833651959]
012340.png: [-0.09334070869305827, -0.9956342260592882]
012350.png: [-0.4472135954999579, -0.8944271909999159]
012360.png: [-0.30600918041312064, -0.9520285612852643]
012370.png: [-0.1414213562373095, -0.9899494936611665]
012380.png: [-0.6, -0.8]
012390.png: [-0.09632419486019034, -0.9953500135553002]
012400.png: [-0.1871121078899952, -0.9823385664224747]
012410.png: [0.17134117475124774, -0.9852117548196745]
012420.png: [-0.34731435582359393, -0.9377487607237036]
012430.png: [-0.5547001962252291, -0.8320502943378437]
012440.png: [-0.06237828615518053, -0.9980525784828885]
012450.png: [0.3559953275919878, -0.9344877349289681]
012460.png: [-0.07124704998790965, 0.9974586998307351]
012470.png: [-0.38074980525429486, 0.924678098474716]
012480.png: [-0.49026123963255896, 0.8715755371245493]
012490.png: [-0.8192319205190405, 0.5734623443633283]
012500.png: [-0.4472135954999579, 0.8944271909999159]
012510.png: [0.6606278948920247, 0.7507135169227552]
012520.png: [-0.4657464328326223, 0.8849182223819824]
012530.png: [-0.242535625036333, 0.970142500145332]
012540.png: [-0.8944271909999159, 0.4472135954999579]
012550.png: [-0.5407575913134987, 0.8411784753765535]
012560.png: [-0.4472135954999579, 0.8944271909999159]
012570.png: [-0.4640069946705576, -0.8858315352801555]
012580.png: [-0.6357072528610997, 0.7719302356170498]
012590.png: [-0.7525766947068778, 0.658504607868518]
012600.png: [-0.06651901052377393, 0.9977851578566089]
012610.png: [0.18884739365012448, -0.9820064469806473]
012620.png: [0.11462410798513052, -0.9934089358711311]
012630.png: [-0.11462410798513052, -0.9934089358711311]
012640.png: [-0.773957299203321, -0.6332377902572627]
012650.png: [-0.03446227583977888, -0.9994059993535875]
012660.png: [-0.7071067811865476, -0.7071067811865476]
012670.png: [0.09480909262799544, -0.9954954725939521]
012680.png: [0.06880209161537815, -0.997630328422983]
012690.png: [-0.40905590409290915, -0.9125093245149513]
012700.png: [-0.06880209161537815, -0.997630328422983]
012710.png: [-0.7071067811865476, -0.7071067811865476]
012720.png: [0.13511320473331348, -0.9908301680442989]
012730.png: [-0.3786328457205041, -0.9255469562056767]
012740.png: [-0.4103646773287979, -0.9119215051751064]
012750.png: [-0.52999894000318, -0.847998304005088]
012760.png: [-0.3417430630867044, -0.939793423488437]
012770.png: [0.1168412475673972, -0.9931506043228762]
012780.png: [0.0, -1.0]
012790.png: [0.05547001962252291, -0.9984603532054125]
012800.png: [0.3713906763541037, -0.9284766908852593]
012810.png: [0.22485950669875843, -0.9743911956946198]
012820.png: [-0.2982749931359468, -0.9544799780350297]
012830.png: [0, 0]
012840.png: [0.09950371902099892, -0.9950371902099892]
012850.png: [0.5240974256643347, -0.851658316704544]
012860.png: [0.0, -1.0]
012870.png: [0.09053574604251853, -0.9958932064677039]
012880.png: [-0.4103646773287979, -0.9119215051751064]
012890.png: [-0.17378533390904768, -0.9847835588179369]
012900.png: [0.38074980525429486, -0.924678098474716]
012910.png: [0.0, -1.0]
012920.png: [-0.04993761694389223, -0.9987523388778445]
012930.png: [-0.05121475197315839, -0.9986876634765887]
012940.png: [0.1520571842539411, -0.988371697650617]
012950.png: [-0.09053574604251853, -0.9958932064677039]
012960.png: [-0.05121475197315839, -0.9986876634765887]
012970.png: [0.25589256031628255, -0.9667052278615119]
012980.png: [0.11043152607484653, -0.9938837346736188]
012990.png: [0.0, -1.0]
013000.png: [-0.02082881368183567, -0.9997830567281121]
013010.png: [-0.1414213562373095, -0.9899494936611665]
013020.png: [0.09950371902099892, -0.9950371902099892]
013030.png: [-0.13663739713703102, -0.9906211292434748]
013040.png: [-0.02630668208823282, -0.9996539193528472]
013050.png: [0.04993761694389223, -0.9987523388778445]
013060.png: [0, 0]
013070.png: [-0.17134117475124774, -0.9852117548196745]
013080.png: [0.04343722427630694, -0.9990561583550596]
013090.png: [0.1168412475673972, -0.9931506043228762]
013100.png: [0.4657464328326223, -0.8849182223819824]
013110.png: [0.1168412475673972, -0.9931506043228762]
013120.png: [0.4657464328326223, -0.8849182223819824]
013130.png: [0.5214500094539749, -0.853281833651959]
013140.png: [0.5547001962252291, -0.8320502943378437]
013150.png: [0.17378533390904768, -0.9847835588179369]
013160.png: [0.19611613513818402, -0.9805806756909201]
013170.png: [-0.6507913734559685, -0.7592566023652966]
013180.png: [0.3589790793088691, -0.9333456062030595]
013190.png: [0.13216372009101796, -0.9912279006826347]
013200.png: [-0.554700196225229, -0.8320502943378436]
013210.png: [-0.31622776601683794, 0.9486832980505138]
013220.png: [-0.21517753103661566, 0.9765749485507942]
013230.png: [-0.40613846605344767, 0.9138115486202573]
013240.png: [-0.3589790793088691, 0.9333456062030595]
013250.png: [-0.12625427967391514, 0.9919979117236188]
013260.png: [-0.6246950475544243, 0.7808688094430304]
013270.png: [0.2498780190217697, 0.9682773237093576]
013280.png: [0.52999894000318, 0.847998304005088]
013290.png: [-0.8115343414514944, 0.584304725845076]
013300.png: [-0.14834045293024464, 0.9889363528682976]
013310.png: [-0.02173399540921557, 0.9997637888239163]
013320.png: [0.042215852683817515, 0.9991085135170146]
013330.png: [-0.06049506040189035, 0.9981684966311908]
013340.png: [-0.5692099788303083, -0.8221921916437787]
013350.png: [-0.9048187022009941, 0.4257970363298796]
013360.png: [0.7071067811865476, -0.7071067811865476]
013370.png: [0.2498780190217697, 0.9682773237093576]
013380.png: [0.0, -1.0]
013390.png: [0.0, -1.0]
013400.png: [0.9883716976506172, -0.1520571842539411]
013410.png: [0.7808688094430304, -0.6246950475544243]
013420.png: [-0.5547001962252291, -0.8320502943378437]
013430.png: [-0.09053574604251853, -0.9958932064677039]
013440.png: [0.2631174057921088, -0.9647638212377322]
013450.png: [0.09053574604251853, 0.9958932064677039]
013460.png: [0.0, -1.0]
013470.png: [0.4640069946705576, -0.8858315352801555]
013480.png: [-0.08304547985373997, -0.9965457582448796]
013490.png: [-0.9899494936611665, -0.1414213562373095]
013500.png: [0.20952908873087345, -0.9778024140774094]
013510.png: [-0.22485950669875843, -0.9743911956946198]
013520.png: [-0.4788521306805733, -0.8778955729143844]
013530.png: [-1.0, 0.0]
013540.png: [0.5812381937190965, 0.813733471206735]
013550.png: [0.1757906384836575, -0.984427575508482]
013560.png: [0.5665288228870652, 0.8240419241993676]
013570.png: [0.052558833122763673, 0.9986178293325098]
013580.png: [-0.1559625734730109, -0.9877629653290692]
013590.png: [0.4472135954999579, 0.8944271909999159]
013600.png: [0.10653312363426524, -0.994309153919809]
013610.png: [0.7592566023652966, 0.6507913734559685]
013620.png: [-0.6660157693088524, 0.7459376616259147]
013630.png: [0.17888543819998318, 0.9838699100999074]
013640.png: [0.5070201265633938, 0.8619342151577695]
013650.png: [-0.38461538461538464, 0.9230769230769231]
013660.png: [-0.08304547985373997, 0.9965457582448796]
013670.png: [0.5547001962252291, -0.8320502943378437]
013680.png: [0.8192319205190405, 0.5734623443633283]
013690.png: [0.4472135954999579, 0.8944271909999159]
013700.png: [0.27472112789737807, -0.9615239476408232]
013710.png: [-0.31622776601683794, -0.9486832980505138]
013720.png: [-0.5432512781572743, -0.8395701571521512]
013730.png: [-0.21693045781865616, -0.9761870601839528]
013740.png: [-0.24253562503633297, -0.9701425001453319]
013750.png: [0, 0]
013760.png: [0.3643993485805122, -0.9312427797057534]
013770.png: [0.07124704998790965, -0.9974586998307351]
013780.png: [0.6549305384178419, -0.7556890827898176]
013790.png: [-0.39391929857916763, -0.9191450300180578]
013800.png: [0.42993358039234775, -0.9028605188239303]
013810.png: [-0.39391929857916763, -0.9191450300180578]
013820.png: [0.5432512781572743, -0.8395701571521512]
013830.png: [-0.037011660509880265, -0.9993148337667671]
013840.png: [0.7071067811865475, -0.7071067811865475]
013850.png: [0.6839411288813297, -0.7295372041400852]
013860.png: [0.43145549730400484, -0.9021342216356465]
013870.png: [0.07387168551531177, -0.997267754456709]
013880.png: [-0.2544932992796438, -0.9670745372626465]
013890.png: [0.21693045781865616, -0.9761870601839528]
013900.png: [0.6839411288813297, -0.7295372041400852]
013910.png: [-0.19611613513818404, -0.9805806756909202]
013920.png: [-0.3011313679370973, -0.9535826651341416]
013930.png: [0.6, -0.8]
013940.png: [0.1559625734730109, -0.9877629653290692]
013950.png: [0.49613893835683387, 0.8682431421244593]
013960.png: [-0.2873478855663454, -0.9578262852211513]
013970.png: [0.27472112789737807, -0.9615239476408232]
013980.png: [0.6839411288813297, -0.7295372041400852]
013990.png: [0.1559625734730109, -0.9877629653290692]
014000.png: [-0.6782801027330658, -0.7348034446274879]
014010.png: [-0.07669649888473704, -0.9970544855015815]
014020.png: [-0.03843312210120439, -0.9992611746313143]
014030.png: [-0.6757246285173463, -0.7371541402007414]
014040.png: [-0.31622776601683794, -0.9486832980505139]
014050.png: [0.1643989873053573, -0.9863939238321437]
014060.png: [0.42288546533112387, -0.9061831399952655]
014070.png: [0.2216211035889681, -0.9751328557914597]
014080.png: [-0.07669649888473704, -0.9970544855015815]
014090.png: [-0.7071067811865476, -0.7071067811865476]
014100.png: [-0.39391929857916763, -0.9191450300180578]
014110.png: [-0.6, -0.8]
014120.png: [-0.13216372009101796, -0.9912279006826347]
014130.png: [0.2940858488375231, -0.95577900872195]
014140.png: [-0.8087360843031884, 0.5881716976750462]
014150.png: [-0.9486832980505138, 0.31622776601683794]
014160.png: [-0.31622776601683794, 0.9486832980505138]
014170.png: [-0.7808688094430304, 0.6246950475544243]
014180.png: [-0.8619342151577695, 0.5070201265633938]
014190.png: [-0.6401843996644799, 0.7682212795973759]
014200.png: [-0.3713906763541037, 0.9284766908852594]
014210.png: [-0.7649111981170508, 0.6441357457827797]
014220.png: [-1.0, 0.0]
014230.png: [-0.813733471206735, 0.5812381937190965]
014240.png: [-0.9701425001453319, -0.24253562503633297]
014250.png: [-0.7525766947068778, 0.658504607868518]
014260.png: [-1.0, 0.0]
014270.png: [-0.2631174057921088, 0.9647638212377322]
014280.png: [-0.2060104810498419, -0.9785497849867489]
014290.png: [-0.508729312126641, -0.8609265282143156]
014300.png: [-0.4472135954999579, -0.8944271909999159]
014310.png: [-0.19611613513818404, -0.9805806756909202]
014320.png: [-0.6549305384178419, -0.7556890827898176]
014330.png: [-0.4472135954999579, -0.8944271909999159]
014340.png: [-0.19611613513818404, -0.9805806756909202]
014350.png: [0.0, -1.0]
014360.png: [0.07669649888473704, -0.9970544855015815]
014370.png: [-0.2631174057921088, -0.9647638212377322]
014380.png: [-0.2060104810498419, -0.9785497849867489]
014390.png: [-0.658504607868518, -0.7525766947068778]
014400.png: [-0.7071067811865476, -0.7071067811865476]
014410.png: [-0.21693045781865616, -0.9761870601839528]
014420.png: [0.0, -1.0]
014430.png: [-0.3417430630867044, -0.939793423488437]
014440.png: [-0.5665288228870652, -0.8240419241993676]
014450.png: [-0.39391929857916763, -0.9191450300180578]
014460.png: [-0.5240974256643347, -0.851658316704544]
014470.png: [0.6, -0.8]
014480.png: [-0.47409982303501746, -0.8804710999221753]
014490.png: [0.6507913734559685, -0.7592566023652966]
014500.png: [0.4008188340197078, -0.9161573349021892]
014510.png: [-0.3713906763541037, -0.9284766908852594]
014520.png: [-0.5038710255240862, -0.8637789008984335]
014530.png: [-0.5665288228870652, -0.8240419241993676]
014540.png: [-0.27472112789737807, -0.9615239476408232]
014550.png: [0.0, -1.0]
014560.png: [0.6305926250944657, -0.7761140001162655]
014570.png: [0.13663739713703102, -0.9906211292434748]
014580.png: [0.0, -1.0]
014590.png: [0.037011660509880265, -0.9993148337667671]
014600.png: [0.284088329691374, -0.9587981127083872]
014610.png: [-0.3786328457205041, -0.9255469562056767]
014620.png: [0.284088329691374, -0.9587981127083872]
014630.png: [0.4472135954999579, -0.8944271909999159]
014640.png: [-0.5144957554275266, -0.8574929257125442]
014650.png: [0.25766265056033233, -0.9662349396012463]
014660.png: [-0.5432512781572743, -0.8395701571521512]
014670.png: [0.4657464328326223, -0.8849182223819824]
014680.png: [-0.3285206249412727, -0.944496796706159]
014690.png: [0.5407575913134987, -0.8411784753765535]
014700.png: [0.1028991510855053, -0.9946917938265513]
014710.png: [-0.09950371902099892, -0.9950371902099892]
014720.png: [0.0, -1.0]
014730.png: [-0.3303504247281061, -0.9438583563660173]
014740.png: [0.4103646773287979, -0.9119215051751064]
014750.png: [-0.31622776601683794, -0.9486832980505139]
014760.png: [-0.3559953275919878, -0.9344877349289681]
014770.png: [-0.06237828615518053, -0.9980525784828885]
014780.png: [0.3285206249412727, -0.944496796706159]
014790.png: [-0.8, -0.6]
014800.png: [-0.5734623443633283, -0.8192319205190405]
014810.png: [0.0, -1.0]
014820.png: [-0.24253562503633297, -0.9701425001453319]
014830.png: [0.9893591353648533, -0.14549399049483136]
014840.png: [-0.06237828615518053, -0.9980525784828885]
014850.png: [0.8647889466100895, -0.5021355173865036]
014860.png: [0.23464053310389682, -0.9720822085732868]
014870.png: [-0.2940858488375231, -0.95577900872195]
014880.png: [-0.2940858488375231, -0.95577900872195]
014890.png: [-0.5214500094539749, -0.853281833651959]
014900.png: [0.2272296156064184, -0.9738412097417932]
014910.png: [-0.04993761694389223, -0.9987523388778445]
014920.png: [0.24253562503633297, -0.9701425001453319]
014930.png: [0.06438227799796505, -0.9979253089684582]
014940.png: [0.3303504247281061, -0.9438583563660173]
014950.png: [-0.6074501075707971, -0.7943578329771962]
014960.png: [0.39872611141444997, -0.9170700562532349]
014970.png: [-0.5214500094539749, -0.853281833651959]
014980.png: [-0.13216372009101796, -0.9912279006826347]
014990.png: [-0.11043152607484653, -0.9938837346736188]
015000.png: [0.39391929857916763, -0.9191450300180578]
015010.png: [0.6368814469962913, -0.7709617516270895]
015020.png: [0.5547001962252291, -0.8320502943378437]
015030.png: [0.284088329691374, -0.9587981127083872]
015040.png: [0.05397525801500045, -0.9985422732775083]
015050.png: [0.23162052730603974, -0.9728062146853669]
015060.png: [0.09950371902099892, -0.9950371902099892]
015070.png: [-0.28734788556634544, -0.9578262852211514]
015080.png: [0.274721127897378, -0.9615239476408232]
015090.png: [0, 0]
015100.png: [-0.6283371070876212, -0.7779411802037216]
015110.png: [0.09950371902099892, -0.9950371902099892]
015120.png: [0, 0]
015130.png: [0.52999894000318, -0.847998304005088]
015140.png: [0.10653312363426524, -0.994309153919809]
015150.png: [-0.38461538461538464, -0.9230769230769231]
015160.png: [-0.2060104810498419, -0.9785497849867489]
015170.png: [-0.5368754921931592, -0.8436614877321075]
015180.png: [0.037011660509880265, -0.9993148337667671]
015190.png: [-0.2060104810498419, -0.9785497849867489]
015200.png: [0.38805700005813276, -0.9216353751380653]
015210.png: [-0.3589790793088691, -0.9333456062030595]
015220.png: [0.0, -1.0]
015230.png: [-0.4166547104932136, -0.9090648228942843]
015240.png: [-0.2060104810498419, -0.9785497849867489]
015250.png: [0.05547001962252291, -0.9984603532054125]
015260.png: [-0.6296686005160645, -0.7768638577795602]
015270.png: [-0.413802944301184, -0.9103664774626047]
015280.png: [0.18208926018230742, -0.9832820049844601]
015290.png: [0.06651901052377393, -0.9977851578566089]
015300.png: [-0.242535625036333, -0.970142500145332]
015310.png: [-0.11462410798513052, -0.9934089358711311]
015320.png: [0.0, -1.0]
015330.png: [-0.49026123963255896, -0.8715755371245493]
015340.png: [-0.34570535882735637, -0.9383431168171101]
015350.png: [0.05547001962252291, -0.9984603532054125]
015360.png: [0.8574929257125441, -0.5144957554275265]
015370.png: [0.6549305384178419, -0.7556890827898176]
015380.png: [0.09053574604251853, -0.9958932064677039]
015390.png: [0.06651901052377393, -0.9977851578566089]
015400.png: [-0.38805700005813276, -0.9216353751380653]
015410.png: [0.7633862853691145, -0.6459422414661737]
015420.png: [0.08304547985373997, -0.9965457582448796]
015430.png: [0.3011313679370973, -0.9535826651341416]
015440.png: [0.0, -1.0]
015450.png: [-0.25242189714700275, -0.9676172723968438]
015460.png: [-0.2060104810498419, -0.9785497849867489]
015470.png: [-0.7399400733959437, -0.6726727939963124]
015480.png: [-0.6246950475544243, -0.7808688094430304]
015490.png: [-0.4472135954999579, -0.8944271909999159]
015500.png: [0.1643989873053573, -0.9863939238321437]
015510.png: [-0.6, -0.8]
015520.png: [-0.14834045293024462, -0.9889363528682975]
015530.png: [-0.14834045293024462, -0.9889363528682975]
015540.png: [-0.6246950475544243, -0.7808688094430304]
015550.png: [-0.17134117475124774, -0.9852117548196745]
015560.png: [-0.15799050110667284, -0.9874406319167053]
015570.png: [-0.21693045781865616, -0.9761870601839528]
015580.png: [-0.6074501075707971, -0.7943578329771962]
015590.png: [-0.1757906384836575, -0.984427575508482]
015600.png: [-0.13663739713703102, -0.9906211292434748]
015610.png: [-0.6507913734559685, -0.7592566023652966]
015620.png: [-0.25096215878372613, -0.9679968981658008]
015630.png: [0.1414213562373095, -0.9899494936611665]
015640.png: [0.3011313679370973, -0.9535826651341416]
015650.png: [0.14654866108946232, -0.9892034623538708]
015660.png: [-0.1757906384836575, -0.984427575508482]
015670.png: [-0.773957299203321, -0.6332377902572627]
015680.png: [0.1643989873053573, -0.9863939238321437]
015690.png: [-0.20952908873087345, -0.9778024140774094]
015700.png: [-0.6357072528610997, -0.7719302356170498]
015710.png: [-0.4472135954999579, -0.8944271909999159]
015720.png: [-0.7926239891046, -0.6097107608496923]
015730.png: [-0.4190581774617469, -0.9079593845004517]
015740.png: [-0.09480909262799544, -0.9954954725939521]
015750.png: [0.1520571842539411, -0.9883716976506172]
015760.png: [-0.851658316704544, -0.5240974256643347]
015770.png: [0.11462410798513052, -0.9934089358711311]
015780.png: [0.2631174057921088, -0.9647638212377322]
015790.png: [-0.8, -0.6]
015800.png: [-0.17134117475124774, -0.9852117548196745]
015810.png: [-0.2216211035889681, -0.9751328557914597]
015820.png: [0.0, -1.0]
015830.png: [-0.7071067811865475, -0.7071067811865475]
015840.png: [-0.682318250360011, -0.7310552682428689]
015850.png: [-0.1871121078899952, -0.9823385664224747]
015860.png: [0.19611613513818404, -0.9805806756909202]
015870.png: [-0.38805700005813276, -0.9216353751380653]
015880.png: [-0.5913636636275174, -0.8064049958557055]
015890.png: [-0.2940858488375231, -0.95577900872195]
015900.png: [-0.6401843996644799, -0.7682212795973759]
015910.png: [0.5547001962252291, -0.8320502943378437]
015920.png: [-0.07124704998790965, -0.9974586998307351]
015930.png: [0.5070201265633938, -0.8619342151577695]
015940.png: [0.31622776601683794, -0.9486832980505138]
015950.png: [-0.42808634473904467, -0.9037378388935388]
015960.png: [-0.242535625036333, -0.970142500145332]
015970.png: [-0.5240974256643347, -0.851658316704544]
015980.png: [0.3643993485805122, -0.9312427797057534]
015990.png: [0.5368754921931592, -0.8436614877321075]
016000.png: [-0.5547001962252291, -0.8320502943378437]
016010.png: [0.13663739713703102, -0.9906211292434748]
016020.png: [0.40273861426601687, -0.9153150324227656]
016030.png: [-0.4472135954999579, -0.8944271909999159]
016040.png: [0.24253562503633297, -0.9701425001453319]
016050.png: [0.24253562503633297, -0.9701425001453319]
016060.png: [-0.9701425001453319, 0.24253562503633297]
016070.png: [0.17888543819998318, -0.9838699100999074]
016080.png: [0.0, -1.0]
016090.png: [0.19611613513818404, -0.9805806756909201]
016100.png: [-0.1414213562373095, -0.9899494936611665]
016110.png: [-0.4472135954999579, -0.8944271909999159]
016120.png: [-0.31622776601683794, -0.9486832980505138]
016130.png: [0.17134117475124774, -0.9852117548196745]
016140.png: [0.24253562503633297, -0.9701425001453319]
016150.png: [0.0, -1.0]
016160.png: [-0.28734788556634544, -0.9578262852211514]
016170.png: [0.8320502943378436, -0.554700196225229]
016180.png: [-0.28734788556634544, -0.9578262852211514]
016190.png: [-0.32599068331940423, -0.9453729816262721]
016200.png: [-0.11914522061843064, -0.992876838486922]
016210.png: [0.20750420835506328, -0.9782341251024412]
016220.png: [-0.4472135954999579, -0.8944271909999159]
016230.png: [-0.18428853505018536, -0.9828721869343219]
016240.png: [-0.18428853505018536, -0.9828721869343219]
016250.png: [0.0, -1.0]
016260.png: [0.939793423488437, -0.3417430630867044]
016270.png: [-0.07669649888473704, -0.9970544855015815]
016280.png: [0.8944271909999159, -0.4472135954999579]
016290.png: [0.25766265056033233, -0.9662349396012463]
016300.png: [-0.4257970363298796, -0.9048187022009941]
016310.png: [-0.1559625734730109, -0.9877629653290692]
016320.png: [-0.19611613513818402, -0.9805806756909201]
016330.png: [-0.11043152607484653, -0.9938837346736188]
016340.png: [-0.9970544855015815, 0.07669649888473704]
016350.png: [0.8, -0.6]
016360.png: [-0.19611613513818404, -0.9805806756909202]
016370.png: [-0.49613893835683387, -0.8682431421244593]
016380.png: [-0.19611613513818404, -0.9805806756909202]
016390.png: [-0.20952908873087345, -0.9778024140774094]
016400.png: [-0.1414213562373095, -0.9899494936611665]
016410.png: [-0.5144957554275266, -0.8574929257125442]
016420.png: [0.11043152607484653, -0.9938837346736188]
016430.png: [0.39391929857916763, -0.9191450300180578]
016440.png: [-0.19611613513818402, -0.9805806756909201]
016450.png: [0.52999894000318, -0.847998304005088]
016460.png: [0.8886206570548637, -0.45864291977025223]
016470.png: [0.8598547438407345, -0.5105387541554361]
016480.png: [0.894427190999916, -0.447213595499958]
016490.png: [-0.19611613513818402, -0.9805806756909201]
016500.png: [0.6507913734559685, -0.7592566023652966]
016510.png: [0.7907237076139133, -0.6121731929914168]
016520.png: [0.999567754464353, 0.029399051601892736]
016530.png: [-0.6246950475544243, -0.7808688094430304]
016540.png: [0.3417430630867044, -0.939793423488437]
016550.png: [-0.22485950669875843, -0.9743911956946198]
016560.png: [0.3624462611549484, -0.9320046715412958]
016570.png: [-0.2631174057921088, -0.9647638212377322]
016580.png: [-0.242535625036333, -0.970142500145332]
016590.png: [0.8666224568741688, -0.4989644448669457]
016600.png: [0.7071067811865476, -0.7071067811865476]
016610.png: [0.4472135954999579, -0.8944271909999159]
016620.png: [0.9701425001453319, -0.24253562503633297]
016630.png: [-0.5547001962252291, -0.8320502943378437]
016640.png: [0.6839411288813297, -0.7295372041400852]
016650.png: [0.19611613513818402, -0.9805806756909201]
016660.png: [0.6357072528610997, -0.7719302356170498]
016670.png: [0.4762831485407526, -0.879291966536774]
016680.png: [0.8221921916437787, -0.5692099788303083]
016690.png: [-0.5881716976750462, -0.8087360843031884]
016700.png: [0.8064049958557055, -0.5913636636275174]
016710.png: [-0.3624462611549484, -0.9320046715412958]
016720.png: [0.1520571842539411, -0.9883716976506172]
016730.png: [0.8169678632647616, -0.5766831975986553]
016740.png: [-0.5913636636275174, -0.8064049958557055]
016750.png: [-0.8, -0.6]
016760.png: [-0.4472135954999579, -0.8944271909999159]
016770.png: [-0.773957299203321, -0.6332377902572627]
016780.png: [-0.31622776601683794, 0.9486832980505138]
016790.png: [-0.12797133763019677, 0.9917778666340251]
016800.png: [-0.9138115486202573, -0.40613846605344767]
016810.png: [-0.9938837346736188, -0.11043152607484653]
016820.png: [-0.4103646773287979, 0.9119215051751064]
016830.png: [-0.4472135954999579, -0.8944271909999159]
016840.png: [-0.38672667625067425, 0.922194381828531]
016850.png: [-0.27881019486395536, 0.9603462267536241]
016860.png: [-0.9333456062030595, 0.3589790793088691]
016870.png: [-0.9639926182060737, -0.26592899812581344]
016880.png: [-0.2290393337255473, 0.973417168333576]
016890.png: [-0.9001592514155136, -0.43556092810428076]
016900.png: [-0.6357072528610997, -0.7719302356170498]
016910.png: [-0.6839411288813297, -0.7295372041400852]
016920.png: [-0.19611613513818404, -0.9805806756909202]
016930.png: [-0.9161573349021892, -0.4008188340197078]
016940.png: [-0.25766265056033233, -0.9662349396012463]
016950.png: [-0.19611613513818404, -0.9805806756909202]
016960.png: [-0.8804710999221753, -0.47409982303501746]
016970.png: [-0.5449883505954141, -0.838443616300637]
016980.png: [-0.42993358039234775, -0.9028605188239303]
016990.png: [-0.7399400733959437, -0.6726727939963124]
017000.png: [-0.7259526839058266, -0.6877446479107832]
017010.png: [-0.413802944301184, -0.9103664774626047]
017020.png: [-0.31622776601683794, -0.9486832980505138]
017030.png: [0.31622776601683794, -0.9486832980505138]
017040.png: [-0.1414213562373095, -0.9899494936611665]
017050.png: [-0.12797133763019677, -0.9917778666340251]
017060.png: [-0.08304547985373997, -0.9965457582448796]
017070.png: [-0.5913636636275174, -0.8064049958557055]
017080.png: [-0.49613893835683387, -0.8682431421244593]
017090.png: [-0.4166547104932136, -0.9090648228942843]
017100.png: [0.1900219065658609, -0.9817798505902814]
017110.png: [-0.4190581774617469, -0.9079593845004517]
017120.png: [-0.09053574604251853, -0.9958932064677039]
017130.png: [-0.1414213562373095, -0.9899494936611665]
017140.png: [-0.49613893835683387, -0.8682431421244593]
017150.png: [0.18428853505018536, -0.9828721869343219]
017160.png: [0, 0]
017170.png: [-0.086629616364842, -0.996240588195683]
017180.png: [0.0, -1.0]
017190.png: [-0.10468478451804275, -0.9945054529214061]
017200.png: [-0.5881716976750462, -0.8087360843031884]
017210.png: [0.04163054471218133, -0.999133073092352]
017220.png: [-0.3713906763541037, -0.9284766908852594]
017230.png: [0.0, -1.0]
017240.png: [0.0, -1.0]
017250.png: [0.0, -1.0]
017260.png: [-0.6178215519319035, -0.7863183388224225]
017270.png: [-0.10468478451804275, -0.9945054529214061]
017280.png: [0.2290393337255473, -0.973417168333576]
017290.png: [-0.5547001962252291, -0.8320502943378437]
017300.png: [-0.10468478451804275, -0.9945054529214061]
017310.png: [0.5038710255240862, -0.8637789008984335]
017320.png: [0.23162052730603974, -0.9728062146853669]
017330.png: [-0.3713906763541038, -0.9284766908852594]
017340.png: [0, 0]
017350.png: [-0.5665288228870652, -0.8240419241993676]
017360.png: [0.2333729524753242, -0.9723873019805175]
017370.png: [-0.17378533390904768, -0.9847835588179369]
017380.png: [0.11914522061843064, -0.992876838486922]
017390.png: [-0.06438227799796505, -0.9979253089684582]
017400.png: [0.4008188340197078, -0.9161573349021892]
017410.png: [-0.6246950475544243, -0.7808688094430304]
017420.png: [0.303203657276947, -0.9529257800132619]
017430.png: [-0.39872611141444997, -0.9170700562532349]
017440.png: [-0.10653312363426524, -0.994309153919809]
017450.png: [0.25242189714700275, -0.9676172723968438]
017460.png: [0, 0]
017470.png: [-0.023249527748763855, -0.9997296931968458]
017480.png: [0.09262336892949784, -0.9957012159921018]
017490.png: [-0.039968038348871575, -0.9992009587217894]
017500.png: [0.1414213562373095, -0.9899494936611665]
017510.png: [0.09950371902099892, -0.9950371902099892]
017520.png: [-0.26515648302104233, -0.9642053928037904]
017530.png: [-0.31622776601683794, -0.9486832980505138]
017540.png: [-0.23162052730603974, -0.9728062146853669]
017550.png: [0.09632419486019034, -0.9953500135553002]
017560.png: [-0.42288546533112387, -0.9061831399952655]
017570.png: [-0.20952908873087345, 0.9778024140774094]
017580.png: [-0.09950371902099892, -0.9950371902099892]
017590.png: [-0.6196442885790207, -0.7848827655334262]
017600.png: [-0.28216632399155017, -0.9593655015712707]
017610.png: [-0.8, -0.6]
017620.png: [-0.2124296443310437, -0.9771763639228009]
017630.png: [-0.7071067811865476, -0.7071067811865476]
017640.png: [-0.09950371902099892, -0.9950371902099892]
017650.png: [-0.22485950669875843, -0.9743911956946198]
017660.png: [-0.658504607868518, -0.7525766947068778]
017670.png: [0.12933918406776806, -0.9916004111862218]
017680.png: [-0.3328201177351375, -0.9429903335828895]
017690.png: [0.12933918406776806, -0.9916004111862218]
017700.png: [0.08304547985373997, -0.9965457582448796]
017710.png: [-0.07387168551531177, -0.997267754456709]
017720.png: [-0.31622776601683794, -0.9486832980505138]
017730.png: [-0.5547001962252291, -0.8320502943378437]
017740.png: [-0.8823529411764706, -0.47058823529411764]
017750.png: [0.3328201177351375, -0.9429903335828895]
017760.png: [-0.2544932992796438, -0.9670745372626465]
017770.png: [-0.047565149415449405, -0.9988681377244375]
017780.png: [0.6074501075707971, -0.7943578329771962]
017790.png: [0.43474906583117584, -0.9005516363645786]
017800.png: [0.685364699004991, -0.7281999926928029]
